StudentID,cohort_term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
352017,1,Single,0,0,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12000,,2000,12447
352486,1,Single,8990,77977,Middle School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
353234,1,Single,0,20999,Unknown,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12950,,,12423
349941,1,Single,0,16128,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3500,2000,,13023
350489,1,Single,0,33726,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5271
357247,1,Married,21757,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,3000,,11573
353433,1,Single,1769,32767,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,11573
350511,1,Single,0,14498,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,2000,14173
352359,1,Married,9281,0,Unknown,College,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,2083
355509,1,Separated,38531,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,1317
350478,1,Single,52686,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,3000,,
293721,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355676,1,Single,22405,0,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,587
355693,1,Single,18580,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,3065
306758,1,Single,13922,0,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,10500,,,7179
349801,1,Single,12659,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,250,,8513
358949,1,Single,670,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,11573
357855,1,Single,22544,114010,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
358244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357253,1,Single,8294,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,
298993,1,Single,11537,0,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,12423
354941,1,Single,4468,7370,Unknown,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6512
317164,1,Single,20382,21743,Middle School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3251,,,8379
320377,1,Single,0,12283,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,13023
313892,1,Single,12817,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4750,,,2050
358940,1,Single,13403,31346,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,2075
316534,1,Single,10545,30900,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,10841
355952,1,Single,10843,118099,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,
355272,1,Single,7048,197656,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,12000,,,
358921,1,Single,0,0,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,12423
354669,1,Single,2839,22487,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,6787
351813,1,Single,0,64236,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,9500,,,
353582,1,Single,0,14259,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,1500,12423
350762,1,Single,0,0,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,2000,,12423
356013,1,Single,0,35388,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,11505.1
353737,1,Single,402,8614,Middle School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,2882.05,,7717
352169,1,Single,0,76367,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
351654,1,Single,0,140373,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,10500,4000,,
356642,1,Single,0,114018,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,22786,,,
355848,1,Single,0,35390,Middle School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3500,,,12423
355500,1,Single,0,78122,College,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,
352777,1,Single,0,25900,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,12423
351996,1,Single,0,42597,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
350785,1,Single,0,52551,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,8841
257053,1,Single,0,155650,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,8000,,
358843,1,Single,0,0,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5786
352648,1,Single,0,52979,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,11448.55
357033,1,Single,0,28808,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12000,,,12023
356094,1,Single,2500,158769,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,
359165,1,Married,32690,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,1565
348701,1,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,5815
354962,1,Single,2000,150000,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
355456,1,Single,0,15621,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,1500,12423
358889,1,Single,0,25516,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2750,,,12423
358672,1,Single,51666,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,10500,,,
352067,1,Single,0,18345,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,13573
356006,1,Single,0,14312,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
350017,1,Single,6816,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,10500,,2000,12423
354940,1,Married,131092,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,
315967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356850,1,Single,29961,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4750,,,526
357498,1,Single,10,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,12500,,,5815
357332,1,Married,47745,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,4165
288428,1,Single,24888,0,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,12500,,,
356567,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355781,1,Divorced,27168,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,8429
358756,1,Single,25197,0,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,4500,,,9163
358877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5866,,,
351599,1,Single,11000,102501,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,,,
321632,1,Single,9794,22061,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,3634
359212,1,Single,4523,115963,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,14000,,,
359122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343996,1,Single,2711,27754,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
350466,1,Single,0,0,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,12423
356270,1,Single,0,29773,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,13023
355487,1,Single,0,45809,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,6869,,,11416.1
352725,1,Single,0,126910,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,5815,,
351327,1,Single,0,46729,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,11321
357888,1,Single,0,21636,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,11403
357472,1,Single,0,55203,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,8341
351476,1,Single,26068,20710,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,4549
358465,1,Single,0,54189,Middle School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,2000,,7363
352175,1,Single,0,0,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,8500,3000,,13023
352021,1,Single,0,60000,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
352566,1,Single,0,63145,College,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
354298,1,Single,0,19755,,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,13573
353811,1,Single,957,10482,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,12423
357433,1,Single,0,16191,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,1500,,12423
356365,1,Single,0,22322,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,1500,13573
353456,1,Single,0,110739,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,5500,8000,,
353320,1,Single,0,107034,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,11240,,,
355710,1,Single,0,0,Middle School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,11505.1
354134,1,Single,0,6691,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
348981,1,Single,0,40566,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,6650,,,9968.1
353335,1,Single,0,29759,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,11323
351039,1,Single,0,59770,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9770,,,11452
352236,1,Single,1833,37425,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11402
350770,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,13573
351966,1,Single,5440,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
351758,1,Single,0,3118,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11680.6
248447,1,Single,0,126665,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,8000,,
351489,1,Single,0,43370,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,13023
357817,1,Single,0,41563,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,10820.05
353034,1,Single,0,88006,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,24500,,,2614
351437,1,Single,0,108900,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,6000,,
356438,1,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,2000,,5815
358118,1,Divorced,87248,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,
352868,1,Single,2374,69833,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2600,,,9991
358507,1,Single,0,20565,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,3635
358975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358201,1,Single,24249,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,2406.1,,9163
349754,1,Single,0,9907,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,13023
356541,1,Single,0,75687,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
354592,1,Single,0,31303,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
355275,1,Married,11951,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,4000,,6608
313380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327817,1,Married,123394,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,11505.1,,
351604,1,Single,17385,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,3000,,3165
358290,1,Single,31469,0,Unknown,College,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,
358114,1,Single,3519,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,4361
340868,1,Single,12088,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,
359257,1,Married,14212,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,4361
357311,1,Single,17267,50000,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,2000,,,11505.1
359049,1,Single,12909,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,3000,,4465
357436,1,Single,23570,100567,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,42280,,,
353718,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354938,1,Married,80609,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,4000,,6250
262012,1,Single,0,0,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,4500,,,11573
357310,1,Single,18315,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,10691
356065,1,Single,14636,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,2000,,18773
316154,1,Single,1846,0,College,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,2500,,,11505
358752,1,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,1500,,12423
357487,1,Single,11216,12785,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,10641
355987,1,Single,0,196789,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,2500
356581,1,Single,7403,220918,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
358083,1,Single,5349,103593,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
347825,1,Single,0,144866,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,11505.1,,
358840,1,Single,0,39564,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,11623
341860,1,Single,9089,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,1000,,12723
357932,1,Single,0,8404,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,4362
355818,1,Single,2556,69022,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
354505,1,Single,0,38979,College,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3371,,,11505.1
355368,1,Single,0,39489,College,,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,8641
355603,1,Single,0,50425,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,1337,,45,5701.5
355875,1,Single,4697,28564,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,10483,,,13823
354184,1,Single,0,80000,College,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,4000,,
352435,1,Single,0,33577,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,12373
350843,1,Single,0,18021,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,8000,,5815
352971,1,Single,0,5824,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,8241,,,12423
354560,1,Single,0,30733,College,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,1000,,13573
350046,1,Single,2904,8940,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,1500,,5646
350810,1,Single,0,13715,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,13823
351688,1,Single,2045,43680,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11618
358144,1,Single,0,12344,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
349837,1,Single,0,15612,College,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,13573
351281,1,Single,0,57645,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,18790,,2000,5879
356886,1,Single,0,46053,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,9141
351865,1,Single,0,9523,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,8621,,,12373
355969,1,Single,0,29697,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,19000,,2000,7305
350399,1,Single,0,44493,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,3019.05,,8541
350092,1,Single,0,25000,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,13023
348946,1,Single,0,39267,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,3000,3000,9405
357294,1,Single,0,29288,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
353587,1,Single,0,185555,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,5500,6000,,
353204,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
349998,1,Single,0,17463,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,2000,12723
353901,1,Single,0,75093,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,4000,,
349822,1,Single,1377,14853,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,10500,,,11572
358084,1,Single,22472,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,10500,,,1165
300661,1,Single,0,28221,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,2002,11523
351157,1,Single,26080,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5824,,,7122
353165,1,Single,5027,30669,Middle School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12000,2000,1500,11573
353701,1,Single,0,25944,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,3000,,12423
357809,1,Single,0,21395,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
358798,1,Divorced,43125,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,
353943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258122,1,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
356763,1,Single,0,21427,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,11573
356233,1,Single,6442,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
296520,1,Single,158,0,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11573
341614,1,Single,42029,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,8550,,,
356623,1,Single,14211,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,2750,,,4628
308634,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,2000,,3208
317708,1,Single,9280,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
352888,1,Single,82154,88922,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
341228,1,Single,3985,36461,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,7054
358658,1,Single,0,13346,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,2000,10641
353244,1,Single,0,111080,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
358992,1,Single,5664,0,Middle School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5000,,,6512
357473,1,Single,9027,0,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,11573
355285,1,Single,0,29701,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,2000,,,13573
356766,1,Single,0,50374,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,2500,,5413
258382,1,Single,0,28056,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,5815
349703,1,Single,0,152008,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,
353722,1,Single,3705,30511,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9700,4000,,11430
352025,1,Single,0,2754,High School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,12091
352495,1,Single,3756,26081,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,4000,,12423
354320,1,Single,0,226167,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,
353046,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350998,1,Single,3295,55335,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,11452
353090,1,Single,0,22414,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,2750,4000,,2908
354839,1,Single,0,9175,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,13850,,,12423
351540,1,Single,0,0,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3500,,,12423
351451,1,Single,0,26438,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
355213,1,Single,0,48734,Middle School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,6000,,5505.1
357130,1,Single,0,0,Middle School,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,2750,,,12423
357129,1,Single,0,37567,College,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,8541
358780,1,Single,0,50245,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,5613
353239,1,Single,0,12680,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12600,,1500,12423
353815,1,Single,0,15500,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,12423
351468,1,Single,0,15000,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1468.54
352976,1,Single,0,19793,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,12423
352784,1,Single,0,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
358271,1,Single,0,21394,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,1500,13023
354438,1,Single,0,177652,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,
353161,1,Single,0,13187,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,12423
357715,1,Married,17407,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,5815
357649,1,Married,38642,0,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,10500,,,5815
357532,1,Single,47683,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,32500,,,
354870,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
352261,1,Single,0,38062,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,10823
345657,1,Single,13923,44268,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,,2000,4479
355771,1,Single,0,6040,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,13023
355316,1,Single,0,27700,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
356451,1,Single,24706,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,3000,,9163
324199,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,
355188,1,Single,69704,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,4174
352360,1,Single,22780,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
357543,1,Married,51400,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,29119,,,
349328,1,Single,48012,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,5265
95109,1,Single,44429,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,39500,1188.33,,
357110,1,Single,7405,0,College,College,Off Campus,,,,,,,,,,,,,,,,,12500,,,,12500,,,
356101,1,Married,9684,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,1500,,6212
354142,1,Single,12820,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,7179
357267,1,Single,16963,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,39500,,,
348117,1,Single,35295,61607,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,2000,,
301842,1,Single,12257,18540,High School,,Off Campus,,,,,,,,,,,,,,,,,,,,,3000,,,14255
312235,1,Single,14138,7321,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,7500,,,9855
359783,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356954,1,Single,0,23517,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,6500,,,5815
354647,1,Single,2186,42268,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,3000,,10423
316988,1,Single,17262,31455,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
347435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356427,1,Single,15328,60646,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
358027,1,Single,0,162416,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,7500,3000,,
353495,1,Single,7209,63578,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3500,,,3665
355808,1,Single,11233,27898,Middle School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,20135,,,5765
359221,1,Single,0,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5900,,,5815
328510,1,Single,0,24173,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,12423
348759,1,Single,0,64350,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,13300,,,3139
352287,1,Single,0,37445,Unknown,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,11402
351455,1,Single,0,13618,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
345627,1,Single,0,52098,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,2000,2265
344650,1,Single,0,18000,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3150,,,12423
351021,1,Single,0,38416,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
352406,1,Single,0,6891,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,13500,,,12423
353392,1,Single,0,17232,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11841
353424,1,Single,0,59984,High School,High School,,,,,,,,,,,,,,,,,,,,,,5500,,,1265
351991,1,Single,0,24300,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
354480,1,Single,0,54811,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,3500,,,10323
356778,1,Single,0,17218,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,13573
352794,1,Single,0,8359,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11285.7
