"","cohort_term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Mother.s.Highest.Grade.Level","Housing","Total_loan","Total_grant","Total_scholarship","Total_WorkStudy","Cohort","CohortTerm","RegistrationDate","Hispanic","Black","NativeHawaiian","White","HSDipYr","HSGPAUnwtd","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","CumLoanAtEntry","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus","CompleteDevMath","CompleteDevEnglish","Major1","Complete1","CompleteCIP1","TermGPA","CumGPA","Dropout"
"9694","1","Single",0,7485,"High School","College","On Campus Housing",0,23828,0,0,"2015-16","1",20150722,0,1,0,0,2015,2.89,"1",-2,-2,-2,"0","1","0","0","1","0.25","-2",52.0301,0,-2,3.1525,3.1525,"0"
"9695","1","Married",111203,0,"Unknown","Unknown","Off Campus",0,0,0,0,"2015-16","1",20150611,0,0,0,0,2016,1,"2",109,78,1,"2","0","0","0","0","-2","-2",26.0101,2,5.002525,3.52,3.52,"0"
"9696","1","Single",0,13986,"High School","High School","With Parent",7250,12587,0,0,"2015-16","1",20150408,0,0,0,1,2015,2.7,"1",-2,-2,-2,"0","1","1","0","0","0","0",40.0801,0,-2,2.69333333333333,2.69333333333333,"0"
"9697","1","Single",0,204451,"College","High School","On Campus Housing",34250,0,0,0,"2015-16","1",20150707,0,1,0,0,2016,1,"2",82,39,1,"0","0","0","1","0","-2","-2",52.0201,0,-2,2.59,2.59,"0"
"9698","1","Single",0,0,"Unknown","Unknown","On Campus Housing",4750,3188,0,0,"2015-16","1",20150417,0,1,0,0,2016,1,"2",24,21,1,"0","0","0","0","1","-2","-2",52.0201,0,-2,2.25,2.25,"1"
"9699","1","Single",7124,56175,"High School","High School","Off Campus",22403,4125,0,0,"2015-16","1",20150820,0,0,0,1,2016,1,"2",82,61,1,"0","0","0","0","0","-2","-2",38.0101,0,-2,2.785,2.785,"1"
"9700","1","Single",0,0,"High School","High School","With Parent",5500,17066,0,0,"2015-16","1",20150727,0,0,0,1,2016,1,"2",73,64,1,"0","0","0","1","1","-2","-2",23.525075,0,-2,3.7025,3.7025,"0"
"9701","1","Single",10049,0,"College","College","Off Campus",23000,0,0,0,"2015-16","1",20150826,0,0,0,1,2016,1,"2",144,96,1,"3","0","0","0","0","-2","-2",50.0901,1.4,8.41802,3.892,3.892,"0"
"9702","1","Divorced",0,0,"Middle School","High School","Off Campus",2000,2887,0,0,"2015-16","1",20150708,0,0,0,1,2016,1,"2",92,76,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.705,3.705,"1"
"9703","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150824,0,0,0,0,2016,1,"2",67,67,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.914,3.914,"0"
"9704","1","Single",0,0,"Middle School","Unknown","Off Campus",0,22994,0,0,"2015-16","1",20150512,0,0,0,0,2016,1,"2",68,61,1,"2","0","0","0","0","-2","-2",52.0251,0,-2,3.8125,3.8125,"0"
"9705","1","Single",31813,0,"Unknown","Unknown","Off Campus",20000,0,0,0,"2015-16","1",20150703,0,0,0,0,2016,1,"2",95,66,1,"0","0","0","0","0","-2","-2",9.0101,0,-2,3.5325,3.5325,"0"
"9706","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150408,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",1,0,-2,3,3,"1"
"9707","1","Single",16331,0,"College","College","On Campus Housing",5250,2888,0,0,"2015-16","1",20150728,0,1,0,0,2016,1,"2",25,25,1,"0","0","0","0","0","-2","-2",52.0201,0,-2,2.6,2.6,"1"
"9708","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150407,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",1,0,-2,4,4,"1"
"9709","1","Single",0,103776,"College","College","On Campus Housing",37056,0,0,0,"2015-16","1",20150811,0,1,0,0,2015,2.79,"1",-2,-2,-2,"0","1","1","0","0","0.5","0.5",26.0101,0,-2,3.95,3.95,"1"
"9710","1","Single",0,33345,"Middle School","Unknown","With Parent",0,26978,0,0,"2015-16","1",20150720,0,0,0,0,2015,2.2,"1",-2,-2,-2,"0","1","0","0","1","0.25","-2",12.5101,0,-2,2.4225,2.4225,"0"
"9711","1","Single",1886,17544,"Middle School","Middle School","With Parent",1000,23546,0,0,"2015-16","1",20150427,1,0,0,0,2015,3.3,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",28.29255,0,-2,3.575,3.575,"0"
"9712","1","Single",0,15241,"High School","College","With Parent",7250,24855.48,0,0,"2015-16","1",20150409,1,0,0,0,2016,2,"1",-2,-2,-2,"0","1","0","0","1","0.5","-2",52.0201,0,-2,2.79,2.79,"0"
"9713","1","Single",0,0,"High School","Unknown","With Parent",0,12633,0,0,"2015-16","1",20150622,0,0,0,0,2015,2.2,"1",-2,-2,-2,"0","1","0","0","1","0.333333333333333","-2",23.0101,0,-2,1.66666666666667,1.66666666666667,"0"
"9714","1","Single",3810,112748,"College","College","On Campus Housing",4750,0,0,0,"2015-16","1",20150506,0,0,0,1,2016,2.31,"1",-2,-2,-2,"0","1","0","1","1","0","-2",43.0199,0,-2,1.22,1.22,"1"
"9715","1","Single",0,78285,"High School","College","With Parent",0,0,24904.3,0,"2015-16","1",20150629,1,0,0,0,2015,4,"1",-2,-2,-2,"0","1","0","0","1","0","-2",52.0501,0,-2,3.9725,3.9725,"0"
"9716","1","Single",34495,0,"High School","College","Off Campus",5500,5775,15584.85,0,"2015-16","1",20150408,0,0,0,1,2016,1,"2",73,66,1,"2","0","0","0","0","-2","-2",52.1401,2,11.535025,3.885,3.885,"0"
"9717","1","Single",0,17946,"College","College","Off Campus",8000,11890,4000,0,"2015-16","1",20150804,0,0,0,0,2016,1,"2",25,21,1,"0","0","0","0","0","-2","-2",45.1001,0,-2,3.685,3.685,"0"
"9718","1","Single",0,30080,"Unknown","High School","On Campus Housing",9000,13403,0,0,"2015-16","1",20150616,0,1,0,0,2015,2.74,"1",-2,-2,-2,"0","1","0","0","1","0.25","-2",50.0701,0,-2,2.465,2.465,"0"
"9719","1","Single",0,40043,"College","College","On Campus Housing",19200,20948,0,0,"2015-16","1",20150611,0,1,0,0,2015,2.37,"1",-2,-2,-2,"0","1","1","0","0","0.4","0.2",43.0199,0,-2,3.038,3.038,"0"
"9720","1","Married",118354,0,"College","High School","Off Campus",22200,0,0,0,"2015-16","1",20150617,0,1,0,0,2016,1,"2",136,66,1,"2","0","0","0","0","-2","-2",50.22006,0,-2,2.258,2.258,"0"
"9721","1","Married",28556,0,"High School","College","With Parent",21128,8339,0,0,"2015-16","1",20150415,1,0,0,0,2016,1,"2",68,65,1,"2","0","0","0","0","-2","-2",43.0199,1.33333333333333,5.50331666666667,3.07833333333333,3.07833333333333,"0"
"9722","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150908,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",1,0,-2,3.825,3.825,"1"
"9723","1","Single",0,32961,"High School","High School","Off Campus",11434,3150,0,0,"2015-16","1",20150819,1,0,0,0,2016,1,"2",121,66,1,"2","0","0","0","0","-2","-2",42.0101,0,-2,3.02666666666667,3.02666666666667,"0"
"9724","1","Single",16704,0,"College","High School","Off Campus",0,25278,0,0,"2015-16","1",20150513,1,0,0,0,2016,2.85,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",43.0199,0,-2,2.62,2.62,"0"
"9725","1","Single",0,20552,"College","High School","With Parent",6900,24460,0,0,"2015-16","1",20150622,1,0,0,0,2016,2,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.5",43.0199,0,-2,3.005,3.005,"0"
"9726","1","Single",11939,35780,"High School","High School","With Parent",15000,11022,0,0,"2015-16","1",20150720,1,0,0,0,2016,2,"2",51,48,2,"0","1","1","0","0","0","0",26.0101,0,-2,2.2275,2.2275,"0"
"9727","1","Single",0,7685,"Unknown","Unknown","On Campus Housing",0,11727.65,0,0,"2015-16","1",20150610,1,0,0,0,2015,3.3,"1",-2,-2,-2,"0","1","1","0","0","0.5","0.5",50.0901,0,-2,2.3,2.3,"1"
"9728","1","Single",3497,38258,"High School","High School","With Parent",10000,16120,0,0,"2015-16","1",20150702,1,0,0,0,2016,2.6,"1",-2,-2,-2,"0","1","0","0","0","0.25","-2",23.0101,0,-2,3.3975,3.3975,"0"
"9729","1","Single",0,57996,"College","College","With Parent",0,16312,11326.6,0,"2015-16","1",20150413,1,0,0,0,2010,2,"2",65,65,2,"2","1","1","0","0","0","0",43.0199,2,9.254975,3.89,3.89,"0"
"9730","1","Single",0,91323,"High School","High School","With Parent",5500,0,0,0,"2015-16","1",20150505,1,0,0,0,2015,2.6,"1",-2,-2,-2,"0","1","0","0","1","1","-2",43.0199,0,-2,2.18,2.18,"1"
"9731","1","Single",6306,9571,"High School","College","With Parent",0,26078,0,0,"2015-16","1",20150701,1,0,0,0,2016,1,"2",83,63,1,"2","0","0","0","0","-2","-2",43.0349,0,-2,2.94,2.94,"0"
"9732","1","Single",0,43276,"College","College","With Parent",6500,10871,0,0,"2015-16","1",20150702,1,0,0,0,2016,1,"2",17,9,1,"0","0","1","1","0","-2","0.4",53.2261,0,-2,2.942,2.942,"0"
"9733","1","Single",0,22384,"High School","High School","With Parent",0,10029.12,0,0,"2015-16","1",20150506,1,0,0,0,2015,2.85,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",43.0199,0,-2,0.41,0.41,"1"
"9734","1","Single",0,0,"College","High School","On Campus Housing",0,26978,0,0,"2015-16","1",20150610,1,0,0,0,2015,1,"1",-2,-2,-2,"0","1","1","0","1","0.5","0.75",6.00255,0,-2,2.7275,2.7275,"0"
"9735","1","Single",0,18703,"High School","High School","With Parent",0,23728,4000,0,"2015-16","1",20150720,1,0,0,0,2016,1,"2",72,66,1,"2","0","0","0","0","-2","-2",51,1.33333333333333,6.83333333333333,4,4,"0"
"9736","1","Single",0,46182,"High School","High School","With Parent",2750,1763,0,0,"2015-16","1",20150817,1,0,0,0,2016,1,"2",30,24,1,"0","0","0","0","1","-2","-2",52.0301,0,-2,0.5,0.5,"1"
"9737","1","Single",9888,9888,"College","College","Off Campus",5500,23288,0,0,"2015-16","1",20150427,1,0,0,0,2015,3.5,"1",-2,-2,-2,"0","1","0","0","1","0.25","-2",42.0101,0,-2,2.37,2.37,"0"
"9738","1","Single",0,0,"Unknown","Unknown","Off Campus",0,1594,0,0,"2015-16","1",20150428,0,0,0,1,2015,3.03,"1",-2,-2,-2,"0","1","1","0","0","0","0",43.0199,0,-2,0,0,"1"
"9739","1","Single",0,43276,"College","High School","Off Campus",5500,10471,0,0,"2015-16","1",20150716,1,0,0,0,2015,3.3,"1",-2,-2,-2,"0","0","1","0","1","-2","0",52.0201,0,-2,2.94,2.94,"0"
"9740","1","Single",25312,0,"High School","High School","Off Campus",9500,0,0,0,"2015-16","1",20150811,0,1,0,0,2002,1,"1",-2,-2,-2,"0","1","1","0","0","0","0",9.0101,0,-2,2.89,2.89,"1"
"9741","1","Single",9400,69510,"Middle School","Middle School","Off Campus",7500,10691,387.16,0,"2015-16","1",20150729,1,0,0,0,2016,1,"2",117,66,1,"2","0","0","0","0","-2","-2",43.0199,0,-2,2.86,2.86,"0"
"9742","1","Single",17475,86678,"High School","College","Off Campus",23180,0,0,0,"2015-16","1",20150810,0,0,0,0,2016,1,"2",65,52,1,"0","0","0","0","0","-2","-2",23.0101,0,-2,3.0375,3.0375,"0"
"9743","1","Single",0,0,"College","Unknown","With Parent",0,19809,0,0,"2015-16","1",20150731,0,0,0,1,2016,1,"2",114,69,1,"2","0","0","0","0","-2","-2",9.0101,0,-2,3.6775,3.6775,"0"
"9744","1","Single",0,17129,"High School","Unknown","With Parent",0,25278,0,0,"2015-16","1",20150624,0,0,0,0,2015,3.3,"1",-2,-2,-2,"0","0","1","1","0","-2","0",11.0101,0,-2,3.735,3.735,"0"
"9745","1","Separated",16398,0,"High School","High School","Off Campus",17825,15298,10653.6,0,"2015-16","1",20150616,0,0,0,1,2016,1,"2",67,64,1,"2","0","0","0","0","-2","-2",50.0701,0,-2,3.6325,3.6325,"0"
"9746","1","Single",1,1,"High School","High School","Off Campus",32616,0,0,0,"2015-16","1",20150702,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.61666666666667,3.61666666666667,"0"
"9747","1","Single",18897,0,"High School","College","Off Campus",6250,1313,0,0,"2015-16","1",20150813,1,0,0,0,2016,1,"2",78,62,1,"0","0","0","0","0","-2","-2",13.1001,0,-2,0.92,0.92,"1"
"9748","1","Separated",17230,0,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150504,0,1,0,0,2016,1,"1",-2,-2,-2,"0","1","0","0","0","0","-2",27.0101,0,-2,3.15,3.15,"1"
"9749","1","Single",0,0,"High School","Unknown","Off Campus",15874,9425,0,0,"2015-16","1",20150714,1,0,0,0,2009,1.53,"1",-2,-2,-2,"0","1","0","0","0","0.25","-2",42.0101,0,-2,3.285,3.285,"0"
"9750","1","Married",39898,0,"College","College","Off Campus",7500,5796,0,0,"2015-16","1",20150901,0,0,0,0,2016,1,"2",68,28,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.806,3.806,"0"
"9751","1","Single",32252,0,"High School","High School","Off Campus",3750,0,0,0,"2015-16","1",20150807,0,1,0,0,2016,1,"2",38,29,1,"0","0","0","0","0","-2","-2",51.0999,0,-2,3.66,3.66,"1"
"9752","1","Married",28339,0,"College","College","Off Campus",0,0,0,0,"2015-16","1",20150818,0,0,0,0,2016,1,"2",82,40,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.97,3.97,"0"
"9753","1","Single",2996,69726,"Middle School","Middle School","With Parent",0,0,0,0,"2015-16","1",20150402,1,0,0,0,2015,3,"1",-2,-2,-2,"0","1","1","0","0","0","0",11.0101,0,-2,0,0,"1"
"9754","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150727,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",0,0,-2,4,4,"1"
"9755","1","Single",0,0,"College","College","With Parent",0,27578,0,2000,"2015-16","1",20150618,0,0,0,0,2016,2.8,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",52.0226,0,-2,2.785,2.785,"0"
"9756","1","Single",28247,28247,"College","College","Off Campus",0,0,0,0,"2015-16","1",20150701,0,0,0,0,2016,1,"2",73,66,1,"2","0","0","0","0","-2","-2",52.0201,0,-2,1.54,1.54,"1"
"9757","1","Single",0,18225,"High School","High School","With Parent",3500,25278,0,0,"2015-16","1",20150316,0,0,0,0,2015,3.1,"1",-2,-2,-2,"0","1","1","0","0","0","0.4",40.03418,0,-2,2.754,2.754,"0"
"9758","1","Single",10020,0,"Unknown","Unknown","Off Campus",7500,22130,0,0,"2015-16","1",20150714,0,1,0,0,2016,1,"2",50,53,1,"0","0","0","0","0","-2","-2",52.0201,0,-2,2.456,2.456,"0"
"9759","1","Divorced",0,0,"Unknown","Unknown","Off Campus",0,22994,0,0,"2015-16","1",20150609,0,0,0,0,2016,1,"2",24,24,1,"0","1","0","0","1","0.25","-2",52.0801,0,-2,3.755,3.755,"0"
"9760","1","Single",7239,0,"College","High School","Off Campus",0,6428,0,0,"2015-16","1",20150430,0,0,0,0,2016,1,"2",89,66,1,"0","0","0","0","0","-2","-2",52.0301,0,-2,0.2,0.2,"1"
"9761","1","Single",6150,41942,"College","College","Off Campus",0,7387,0,0,"2015-16","1",20150618,0,1,0,0,2016,1,"2",109,66,1,"0","0","0","0","0","-2","-2",51.3801,2,11.345025,3.5775,3.5775,"0"
"9762","1","Single",0,38029,"High School","High School","With Parent",0,0,22708.7,0,"2015-16","1",20150423,0,0,0,0,2016,4,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",31.01255,0,-2,3.855,3.855,"0"
"9763","1","Single",0,0,"College","High School","Off Campus",103,2166,0,0,"2015-16","1",20150506,0,1,0,0,2014,2.1,"1",-2,-2,-2,"0","1","0","0","1","1","-2",50.0701,0,-2,0,0,"1"
"9764","1","Single",0,27749,"Unknown","Unknown","With Parent",1000,26978,0,0,"2015-16","1",20150618,1,0,0,0,2015,2.59,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",42.0101,0,-2,2.675,2.675,"0"
"9765","1","Single",1015,27655,"Unknown","Unknown","With Parent",0,14474,8000,0,"2015-16","1",20150514,0,0,0,0,2016,1,"2",71,66,1,"2","0","0","0","0","-2","-2",52.0301,2,11.507525,3.6075,3.6075,"0"
"9766","1","Single",2788,16958,"High School","High School","Off Campus",0,12205,0,0,"2015-16","1",20150506,0,0,0,0,2016,1,"2",66,63,1,"2","0","0","0","0","-2","-2",51.0999,0,-2,2.87,2.87,"1"
"9767","1","Married",59248,0,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150904,0,0,0,0,2016,1,"2",128,96,1,"0","0","0","1","1","-2","-2",52.0301,0,-2,3.255,3.255,"0"
"9768","1","Single",0,15493,"High School","High School","With Parent",5183,21438,0,0,"2015-16","1",20150416,0,0,0,1,2015,2.3,"1",-2,-2,-2,"0","1","0","0","0","0.5","-2",9.840675,0,-2,1.7125,1.7125,"0"
"9769","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150526,0,0,0,0,2016,1,"2",85,66,1,"2","0","0","0","0","-2","-2",11.0101,0,-2,3.1675,3.1675,"0"
"9770","1","Married",59906,0,"High School","College","Off Campus",3750,1135,0,0,"2015-16","1",20150715,0,0,0,0,2016,1,"2",98,66,1,"2","0","0","0","0","-2","-2",26.0101,0,-2,1.11,1.11,"1"
"9771","1","Married",40306,0,"Unknown","Unknown","Off Campus",0,6602.3,3000,0,"2015-16","1",20150721,0,1,0,0,2016,1,"2",101.5,69,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.84,3.84,"1"
"9772","1","Single",19377,16543,"College","College","With Parent",6000,3610,0,0,"2015-16","1",20150721,0,0,0,0,2016,1,"2",87,70,1,"2","0","0","0","0","-2","-2",51.3801,1.6,8.67602,3.816,3.816,"0"
"9773","1","Single",0,27200,"High School","High School","With Parent",11000,12190,0,0,"2015-16","1",20150618,1,0,0,0,2016,3.16,"1",-2,-2,-2,"0","1","0","0","1","0","-2",52.0301,0,-2,2.745,2.745,"0"
"9774","1","Single",0,0,"Unknown","Unknown","Off Campus",0,23594,0,0,"2015-16","1",20150713,0,1,0,0,2016,1,"2",32,28,1,"0","1","0","0","1","0.25","-2",34.7826,0,-2,3.78,3.78,"0"
"9775","1","Married",26458,0,"College","College","Off Campus",6000,2888,0,0,"2015-16","1",20150715,0,0,0,0,2016,1,"2",1,96,1,"0","0","0","0","1","-2","-2",26.0101,0,-2,1.76,1.76,"1"
"9776","1","Single",1,1,"High School","High School","Off Campus",6250,0,0,0,"2015-16","1",20150512,1,0,0,0,2016,1,"2",1,79,1,"2","0","0","0","0","-2","-2",51.3801,1.6,8.67602,3.858,3.858,"0"
"9777","1","Married",14161,0,"High School","Middle School","Off Campus",0,11157,0,0,"2015-16","1",20150513,0,0,0,1,2016,2.54,"1",-2,-2,-2,"0","1","1","0","0","0.5","0",52.0301,0,-2,3.05,3.05,"1"
"9778","1","Married",35553,0,"College","Unknown","Off Campus",12500,0,0,0,"2015-16","1",20150702,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.61333333333333,3.61333333333333,"0"
"9779","1","Single",0,32727,"High School","High School","On Campus Housing",11000,23412,0,0,"2015-16","1",20150610,0,1,0,0,2015,3.37,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.5",13.1209,0,-2,1.5775,1.5775,"0"
"9780","1","Single",0,14288,"Middle School","High School","With Parent",4000,24678,0,0,"2015-16","1",20150401,0,0,0,0,2015,2.65,"1",-2,-2,-2,"0","1","1","0","0","0.25","0",43.0203,0,-2,3.425,3.425,"0"
"9781","1","Married",69029,0,"Middle School","College","Off Campus",21000,0,0,2000,"2015-16","1",20150818,1,0,0,0,2016,1,"2",48,42,1,"0","0","0","0","1","-2","-2",42.0101,0,-2,3.352,3.352,"0"
"9782","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150409,0,0,0,0,2016,1,"2",111,82,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.7,3.7,"1"
"9783","1","Single",0,14200,"High School","High School","With Parent",0,11508.24,0,0,"2015-16","1",20150622,1,0,0,0,2015,3.6,"1",-2,-2,-2,"0","1","1","0","1","0","0",30.5501,0,-2,3.88,3.88,"1"
"9784","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150730,0,0,0,0,2016,1,"2",92,61,1,"0","0","0","0","0","-2","-2",52.1101,0,-2,3.72,3.72,"0"
"9785","1","Single",11517,14407,"High School","Unknown","Off Campus",8800,14564,0,0,"2015-16","1",20150721,0,0,0,1,2016,1,"2",27.5,17.5,1,"0","0","0","0","0","-2","-2",52.0301,0,-2,3.22666666666667,3.22666666666667,"1"
"9786","1","Single",5653,0,"College","High School","Off Campus",25000,16220,0,0,"2015-16","1",20150730,0,1,0,0,2016,1,"2",1,96,1,"0","0","0","0","0","-2","-2",26.0101,0,-2,3.61,3.61,"0"
"9787","1","Single",10625,29900,"College","College","Off Campus",9200,10087,0,0,"2015-16","1",20150901,1,0,0,0,2016,1,"2",60,60,1,"2","0","0","0","0","-2","-2",52.0301,0,-2,3.22,3.22,"0"
"9788","1","Single",1829,29689,"Unknown","Unknown","With Parent",0,0,22882.7,0,"2015-16","1",20150423,0,0,0,0,2015,4,"1",-2,-2,-2,"0","1","0","1","0","0","-2",34.4341,0,-2,3.552,3.552,"0"
"9789","1","Single",0,24158,"High School","High School","Off Campus",0,6428,0,0,"2015-16","1",20150325,0,0,0,0,2015,3.1,"1",-2,-2,-2,"0","1","1","0","0","0","0",26.0101,0,-2,3.47,3.47,"1"
"9790","1","Married",15539,0,"College","College","Off Campus",16000,16972,0,0,"2015-16","1",20150806,0,0,0,1,2016,1,"2",103,96,1,"0","0","0","0","1","-2","-2",52.0301,0,-2,3.645,3.645,"0"
"9791","1","Married",10989,0,"Unknown","Unknown","Off Campus",0,0,0,0,"2015-16","1",20150730,0,0,0,0,2016,1,"2",1,96,1,"0","0","0","0","0","-2","-2",51.3801,0,-2,2.4,2.4,"1"
"9792","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150604,1,0,0,0,2016,1,"2",37,37,1,"0","0","0","0","0","-2","-2",23.0101,0,-2,3.08,3.08,"1"
"9793","1","Single",1462,91752,"College","College","Off Campus",17000,3054,0,0,"2015-16","1",20150721,0,1,0,0,2016,1,"2",62.5,39,1,"0","0","0","0","0","-2","-2",52.0301,0,-2,2.295,2.295,"0"
"9794","1","Single",0,9416,"College","College","Off Campus",7000,17476,0,0,"2015-16","1",20150608,0,0,0,1,2016,1,"2",91,66,1,"2","0","0","0","0","-2","-2",27.5655,0,-2,2.9775,2.9775,"0"
"9795","1","Single",0,13806,"College","College","With Parent",3500,18198,0,1500,"2015-16","1",20150422,0,0,0,1,2016,3.5,"1",-2,-2,-2,"0","1","1","0","0","0.166666666666667","0",30.1917333333333,0,-2,2.78333333333333,2.78333333333333,"0"
"9796","1","Single",25468,0,"Middle School","Middle School","Off Campus",10500,6335,0,0,"2015-16","1",20150504,0,1,0,0,2016,1,"2",134.5,66,1,"2","0","0","0","0","-2","-2",40.0501,0,-2,1.99666666666667,1.99666666666667,"0"
"9797","1","Divorced",25104,0,"College","College","Off Campus",20000,0,0,0,"2015-16","1",20150811,1,0,0,0,2016,1,"2",93,64,1,"0","0","0","0","1","-2","-2",51.0706,0,-2,3.6,3.6,"0"
"9798","1","Single",0,23773,"High School","High School","Off Campus",6000,23828,0,0,"2015-16","1",20150716,1,0,0,0,2012,1.16666666666667,"2",49,46,1.16666666666667,"0","1","1","0","0","0","0",15.1006333333333,1.16666666666667,1.01508333333333,3.52166666666667,3.52166666666667,"0"
"9799","1","Single",0,109928,"College","College","With Parent",23520,0,0,0,"2015-16","1",20150603,1,0,0,0,2015,2.93,"1",-2,-2,-2,"0","1","0","1","1","0","-2",50.0701,0,-2,2.2975,2.2975,"0"
"9800","1","Single",16496,0,"College","College","On Campus Housing",20000,3443,0,0,"2015-16","1",20150617,1,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",52.0301,0,-2,3.5575,3.5575,"0"
"9801","1","Single",16554,7162,"High School","High School","With Parent",0,14557,0,0,"2015-16","1",20150624,0,0,0,0,2016,2,"2",76,66,2,"2","1","1","0","0","0","0",45.1101,1.4,7.42202,3.45,3.45,"0"
"9802","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2015-16","1",20150407,0,0,0,0,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",1,0,-2,3.73,3.73,"1"
"9803","1","Single",5601,19855,"High School","High School","Off Campus",0,23828,0,0,"2015-16","1",20150630,1,0,0,0,2016,1,"2",93,66,1,"2","0","0","0","0","-2","-2",52.0301,0,-2,3.275,3.275,"0"
"9804","1","Married",77631,0,"Unknown","Unknown","Off Campus",1200,2932,0,0,"2015-16","1",20150819,0,1,0,0,2016,1,"2",105,82,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.846,3.846,"0"
"9805","1","Single",0,12920,"Unknown","High School","On Campus Housing",5500,12855,0,1300,"2015-16","1",20150330,0,1,0,0,2015,2.8,"1",-2,-2,-2,"0","1","1","1","1","0","0",42.0101,0,-2,3.085,3.085,"1"
"9806","1","Single",0,0,"College","High School","Off Campus",13000,12190,0,0,"2015-16","1",20150827,0,0,0,0,2016,1,"2",48,45,1,"0","0","0","0","0","-2","-2",19.507575,0,-2,1.7075,1.7075,"0"
"9807","1","Single",0,40321,"High School","College","On Campus Housing",1350,8466.58,0,1939,"2015-16","1",20150617,0,1,0,0,2015,2.98,"1",-2,-2,-2,"0","1","1","0","1","0.5","0",0,0,-2,1.78,1.78,"1"
"9808","1","Married",58926,0,"College","College","With Parent",25000,0,0,0,"2015-16","1",20150610,0,0,0,1,2016,1,"2",126,96,1,"0","0","0","1","1","-2","-2",52.0301,0,-2,3.718,3.718,"0"
"9809","1","Single",1,1,"High School","High School","Off Campus",0,0,22908.7,0,"2015-16","1",20150423,0,0,0,0,2015,3.56,"1",-2,-2,-2,"0","1","0","0","0","0","-2",17.0101,0,-2,3.77,3.77,"0"
"9810","1","Single",2201,9744,"College","High School","Off Campus",8000,15527,0,0,"2015-16","1",20150806,0,0,0,0,2016,2,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",19.257575,0,-2,2.66,2.66,"1"
"9811","1","Single",200,16004,"High School","High School","On Campus Housing",3500,23360,11673,4000,"2015-16","1",20150423,1,0,0,0,2016,4,"1",-2,-2,-2,"0","1","0","1","0","0","-2",33.0301,0,-2,3.91,3.91,"0"
"9812","1","Single",0,116527,"College","College","With Parent",0,0,10000,0,"2015-16","1",20150601,0,0,0,0,2015,3.31,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",11.0101,0,-2,3.1975,3.1975,"0"
"9813","1","Single",0,60179,"High School","College","Off Campus",7725,12644,0,0,"2015-16","1",20150618,1,0,0,0,2016,3.47,"1",-2,-2,-2,"0","1","1","1","1","0","0",50.0701,0,-2,1.64,1.64,"0"
